article_id,Author,Gender
1298,"Коробов, Виноградов",—
1299,Назарьева,ж
1300,Окунева,ж
1301,Паламарчук,ж
1302,Полдников,м
1303,Попова,ж
1304,Потопаева,ж
1305,Русанов,м
1306,Симонова,ж
1307,Срединская,ж
1308,Срединская,ж
1309,Тогоева,ж
1310,Уваров,м
1311,Филиппов,м
1312,Хачатурян,ж
1313,Анисимова,ж
1314,Ануфриева,ж
1315,Асейнов,м
1316,Бовыкин,м
1317,"Гусарова, Захарова",—
1318,Еманов,м
1319,Каняшин,м
1320,Майзлиш,ж
1321,Носова,ж
1322,Перепечкин,м
1323,Редколлегия,—
1324,Редколлегия,—
1325,Рябова,ж
1326,"Савчук, Майорова",—
1327,Сидорова,ж
1328,Тилкес,ж
1329,Уваров,м
1330,Фёдоров,м
1331,Хачатурян,ж
1332,Яцык,ж
1333,Антониа,ж
1334,Бенито,м
1335,Варьяш,ж
1336,Вебер,м
1337,Винокурова,ж
1338,Вольфцун,ж
1339,Воскобойников,м
1340,Гусарова,ж
1341,Дмитриева,ж
1342,Захаров,м
1343,Зеленина,ж
1344,Кириллова,ж
1345,Кирюхин,м
1346,Королев,м
1347,Круш,м
1348,Кудрявцев,м
1349,Ладеро,м
1350,Масиель Санчес,м
1351,Наумов,м
1352,Потехина,ж
1353,Редколлегия,—
1354,Серегина,ж
1355,Уваров,м
1356,Уколова,ж
1357,Цатурова,ж
1358,Целунов,м
1359,Шишкин,м
1360,Александрова,ж
1361,"Бергер, Глянцев",—
1362,Блэк,м
1363,Борисов,м
1364,"Виноградов, Коробов",—
1365,Винокурова,ж
1366,Зверев,м
1367,Иванова,ж
1368,Каняшин,м
1369,Ключко,м
1370,Курышева,ж
1371,Ландина,ж
1372,Лучицкая,ж
1373,Наттон,ж
1374,Рыжова,ж
1375,Рябова,ж
1376,Рязанов,м
1377,Сафронова,ж
1378,Уваров,м
1379,Филиппов,м
1380,Черных,м
1381,Шишкин,м
1382,Акопян,м
1383,Алаев,м
1384,Бельцер,м
1385,Вебер,м
1386,Вин,м
1387,Винокурова,ж
1388,Винокурова,ж
1389,Галямичев,м
1390,Кириллова,ж
1391,Конюшихина,ж
1392,Кулланда,ж
1393,"Курышева, Фонкич",—
1394,"Попова, Анисимова",—
1395,Уваров,м
1396,Уваров,м
1397,Уваров,м
1398,"Федосов, Рыженков",—
1399,Филиппов,м
1400,Щавелев,м
1401,Юсим,м
1402,Бессуднова,ж
1403,"Виноградов, Коробов",—
1404,Лот,м
1405,Пакин,м
1406,Петрухина,ж
1407,Петрухина,ж
1408,Рыжова,ж
1409,Уваров,м
1410,Уваров,м
1411,Уханова,ж
1412,Алтухова,ж
1413,Анисимова,ж
1414,Болдырева,ж
1415,Винокурова,ж
1416,Карпов,м
1417,Лучицкая,ж
1418,Мастяева,ж
1419,Редколлегия,—
1420,Сафронова,ж
1421,Свешников,м
1422,Станков,м
1423,Станков,м
1424,Уваров,м
1425,Филиппов,м
1426,Флоря,м
1427,Целунов,м
1428,Шпирт,м
1429,Щеглов,м
1430,Винокурова,ж
1431,Давиденко,м
1432,Мереминский,м
1433,Нестерова,ж
1434,Потехина,ж
1435,Редколлегия,—
1436,Сидоров,м
1437,Уваров,м
1438,Уваров,м
1439,Уваров,м
1440,Федосов,м
1441,Цатурова,ж
1442,Юсим,м
1443,Александрова,ж
1444,Астахов,м
1445,Байдуж,м
1446,Бергер,ж
1447,Королев,м
1448,Ландина,ж
1449,Попова,ж
1450,Смирнова,ж
1451,Уваров,м
1452,Астахов,м
1453,Королев,м
1454,Лазарева,ж
1455,Литовских,ж
1456,Лукин,м
1457,Мереминский,м
1458,Омельченко,ж
1459,Савельер,ж
1460,Савельер,ж
1461,Срединская,ж
1462,Уваров,м
1463,Уваров,м
1464,Цатурова,ж
1465,Шингурова,ж
1466,Шингурова,ж
1467,Юсим,м
1468,Анисимова,ж
1469,Бароне,ж
1470,Винокурова,ж
1471,Лукин,м
1472,Лучицкая,ж
1473,Майзлиш,ж
1474,Опарина,ж
1475,Педро Куберо,м
1476,Петр Достопочтенный,м
1477,Сошникова,ж
1478,Уваров,м
1479,Щеглов,м
1480,Ануфриева,ж
1481,Голованенко,м
1482,Лучицкая,ж
1483,Митрофанов,м
1484,Наумов,м
1485,Николаев,м
1486,Платонов,м
1487,Савина,ж
1488,Селиванова,ж
1489,Сидорова,ж
1490,Уваров,м
1491,Федонников,м
1492,Филиппов,м
1493,Цатурова,ж
1494,Чиркова,ж
1495,Эйнар,м
1496,Бессуднова,ж
1497,"Вавочкина, Филиппов",—
1498,Вершинин,м
1499,Корсунский,м
1500,Савчук,м
1501,Сухино-Хоменко,м
1502,Таценко,ж
1503,Тогоева,ж
1504,Уваров,м
1505,Флоря,м
1506,Шарова,ж
1507,Щеглов,м
1508,Щеглов,м
1509,Щеглов,м
1510,Юсим,м
1511,Анисимова,ж
1512,Антощенко,м
1513,Антощенко,м
1514,Антощенко,м
1515,Ауров,м
1516,Ауров,м
1517,Бергер,ж
1518,Винокурова,ж
1519,Воробьев,м
1520,Воробьёва,ж
1521,Воскобойников,м
1522,Золотов,м
1523,Клюев,м
1524,Клюев,м
1525,Праздников,м
1526,Срединская,ж
1527,Уваров,м
1528,Уваров,м
1529,Фёдоров,м
1530,Филиппов,м
1531,Флоря,м
1532,Цатурова,ж
1533,Чернова,ж
1534,Щеглов,м
1535,Александрова,ж
1536,Бельцер,м
1537,Беляев,м
1538,Блохин,м
1539,Дыго,м
1540,Кириллова,ж
1541,Редколлегия,—
1542,Селарт,м
1543,Сидоров,м
1544,Уваров,м
1545,Федосов,м
1546,Филиппов,м
1547,Чхаидзе,м
1548,Анисимова,ж
1549,Долгополов,м
1550,Елохин,м
1551,"Клюев, Метель",—
1552,Николаев,м
1553,Сидоренко,м
1554,Уваров,м
1555,Цатурова,ж
1556,Шишкин,м
1557,Алтухова,ж
1558,Белякова,ж
1559,Борисов,м
1560,Гусакова,ж
1561,Ревякина,ж
1562,Редколлегия,—
1563,Сота,м
1564,Таценко,ж
1565,Уваров,м
1566,Усачев,м
1567,Флоря,м
1568,Черных,м
1569,Юсим,м
1570,Бароне,ж
1571,Добиаш-Рождественская,ж
1572,"Земляков, Селиванова",—
1573,Каганович,м
1574,Королев,м
1575,Лавровский,м
1576,Мажуга,м
1577,Мереминский,м
1578,Портных,м
1579,Редколлегия,—
1580,"Рязанов, Лошкарева",—
1581,Ткаченко,м
1582,Тюленев,м
1583,Уваров,м
1584,Ануфриева,ж
1585,Барбор,м
1586,Близнюк,ж
1587,Винокурова,ж
1588,Дмитриева,ж
1589,"Земляков, Селиванова",—
1590,Кириллова,ж
1591,Кудрявцев,м
1592,Уваров,м
1593,Федосов,м
1594,Филиппов,м
1595,Ченцова,ж
1596,Аникьев,м
1597,Бибиков,м
1598,Бибиков,м
1599,Дубровский,м
1600,Калмыкова,ж
1601,Крафл,м
1602,Лучицкая,ж
1603,Прокопьев,м
1604,Редколлегия,—
1605,Русанов,м
1606,Таценко,ж
1607,Уваров,м
1608,Уваров,м
1609,Цатурова,ж
1610,Шпирт,м
1611,Юсим,м
1612,Бедос-Резак,ж
1613,Бельцер,м
1614,Бычков,м
1615,Винокурова,ж
1616,Галкова,ж
1617,"Ивонина, Иванова",—
1618,"Прокопьев, Савельев",—
1619,Рябов,м
1620,Рязанов,м
1621,Сидоров,м
1622,Софронов,м
1623,Уваров,м
1624,Филиппов,м
1625,Беляев,м
1626,Бергер,ж
1627,Близнюк,ж
1628,Боэтюо,м
1629,Ковалев,м
1630,Крылова,ж
1631,Литовских,ж
1632,Сошникова,ж
1633,Уваров,м
1634,Цатурова,ж
1635,Шишкин,м
1636,Барбор,м
1637,Бергер,ж
1638,Зарецкий,м
1639,Кирюхин,м
1640,Мастяева,ж
1641,Полехов,м
1642,Пономарева,ж
1643,Потехина,ж
1644,Серегина,ж
1645,Соколов,м
1646,Уваров,м
1647,Федосов,м
1648,Филиппов,м
1649,Флоря,м
1650,Анисимова,ж
1651,Винокурова,ж
1652,"Земляков, Ковалёв, Окунева",—
1653,"Земляков, Ковалёв, Окунева",—
1654,Королев,м
1655,Кузнецов,м
1656,"Кущ, Уваров",—
1657,Мажуга,м
1658,Полехов,м
1659,Редколлегия,—
1660,Редколлегия,—
1661,Рябова,ж
1662,"Тогоева, Серегина",—
1663,Уваров,м
1664,Цыпкина,ж
1665,Цыпкина,ж
